intern,con_legis_num,congress,legislation_type,chamber,bill_number,title,link,target,is_gold_trap,gold_label,display_order
Noah M.,108_h.r.10,108,hr,House,H.R. 10,"To provide for reform of the intelligence community, terrorism prevention and prosecution, border security, and international cooperation and coordination, and for other purposes.",https://www.congress.gov/bill/108th-congress/house-bill/10,train_neg,False,,42
Noah M.,119_h.r.2393,119,hr,House,H.R. 2393,To place a duty on imported Australian Wagyu beef and to establish a reciprocal trade agreement between the United States and Australia as it concerns wagyu beef.,https://www.congress.gov/bill/119th-congress/house-bill/2393,test_119,False,,43
Noah M.,119_h.r.1577,119,hr,House,H.R. 1577,"To provide authority to the Secretary of the Treasury to take special measures against certain entities outside of the United States of primary money laundering concern in connection with illicit fentanyl and narcotics financing, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1577,test_119,False,,44
Noah M.,101_s.2944,101,s,Senate,S. 2944,"An original bill to authorize assistance for fiscal year 1991 activities within a comprehensive Support for East European Democracy (SEED) program to promote political and economic transition in countries of Europe emerging from the tyranny and legacy of communist rule, to authorize appropriations for worldwide Peace Corps activities in fiscal years 1991 and 1992, to amend the Foreign Assistance Act of 1961 to establish a Development Fund for Africa, to authorize further United States contributions to the International Development Association, and for other purposes.",https://www.congress.gov/bill/101st-congress/senate-bill/2944,gold,True,0,45
Noah M.,104_h.r.3698,104,hr,House,H.R. 3698,To reduce violent crime by juvenile offenders.,https://www.congress.gov/bill/104th-congress/house-bill/3698,train_neg,False,,46
Noah M.,101_h.r.4018,101,hr,House,H.R. 4018,"To extend until January 1, 1995, the existing temporary suspension of the duty on nicotine resin complex and on terfenadone.",https://www.congress.gov/bill/101st-congress/house-bill/4018,train_neg,False,,47
Noah M.,119_h.con.res.25,119,hconres,House,H.Con.Res. 25,Expressing the sense of Congress that Trump administration tariffs on Mexico and Canada are in violation of the United States of America-Mexico-Canada Agreement.,https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/25,test_119,False,,48
Noah M.,119_h.r.40,119,hr,House,H.R. 40,"To address the fundamental injustice, cruelty, brutality, and inhumanity of slavery in the United States and the 13 American colonies between 1619 and 1865 and to establish a commission to study and consider a national apology and proposal for reparations for the institution of slavery, its subsequent de jure and de facto racial and economic discrimination against African Americans, and the impact of these forces on living African Americans, to make recommendations to the Congress on appropriate remedies, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/40,test_119,False,,49
Noah M.,116_h.res.256,116,hres,House,H.Res. 256,Recognizing people of African descent and Black Europeans.,https://www.congress.gov/bill/116th-congress/house-resolution/256,train_neg,False,,50
Noah M.,119_h.r.1438,119,hr,House,H.R. 1438,"To prohibit the purchase or lease of agricultural land in the United States by persons associated with certain foreign governments, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1438,test_119,False,,51
Noah M.,119_s.3640,119,s,Senate,S. 3640,A bill to require the Secretary of the Treasury to include any entity identified as a Chinese military company on the Non-SDN Chinese Military-Industrial Complex Companies List.,https://www.congress.gov/bill/119th-congress/senate-bill/3640,test_119,False,,52
Noah M.,119_s.res.354,119,sres,Senate,S.Res. 354,A resolution requesting information on the Republic of Panama's human rights practices pursuant to section 502B(c) of the Foreign Assistance Act of 1961.,https://www.congress.gov/bill/119th-congress/senate-resolution/354,test_119,False,,53
Noah M.,119_s.2502,119,s,Senate,S. 2502,"A bill to deny entry into the United States of current or former government officials engaged in the forced repatriation of Uyghurs and other designated aliens to the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2502,test_119,False,,54
Noah M.,119_h.r.1968,119,hr,House,H.R. 1968,"Making further continuing appropriations and other extensions for the fiscal year ending September 30, 2025, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1968,test_119,False,,55
Noah M.,119_h.r.2917,119,hr,House,H.R. 2917,"To track taxpayer dollars sent to adversarial countries and foreign entities of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2917,test_119,False,,56
Noah M.,112_h.r.5363,112,hr,House,H.R. 5363,To suspend temporarily the duty on 4-(1-Ethoxyethoxy) styrene-4- (t-butylcarbonyloxy) styrene-4-hydroxystyrene copolymer.,https://www.congress.gov/bill/112th-congress/house-bill/5363,train_neg,False,,57
Noah M.,103_h.r.795,103,hr,House,H.R. 795,To amend the Harmonized Tariff Schedule of the United States to exclude certain footwear assembled in beneficiary countries from duty-free treatment.,https://www.congress.gov/bill/103rd-congress/house-bill/795,train_neg,False,,58
Noah M.,119_h.res.232,119,hres,House,H.Res. 232,Calling on the Government of Panama to expel officials and interests of the People's Republic of China and terminate Chinese management of key Panamanian ports.,https://www.congress.gov/bill/119th-congress/house-resolution/232,test_119,False,,59
Noah M.,119_h.r.4781,119,hr,House,H.R. 4781,"To amend the FAST Act to add activities relating to the extraction, recovery, or processing of certain materials to the definition of a critical project, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4781,test_119,False,,60
Noah M.,119_s.450,119,s,Senate,S. 450,"A bill to prohibit the Secretary of Homeland Security from procuring certain foreign-made batteries, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/450,test_119,False,,61
Noah M.,119_h.r.3727,119,hr,House,H.R. 3727,"To exempt articles imported from Israel or Ukraine from duties imposed under the Executive Order entitled ""Regulating Imports with a Reciprocal Tariff to Rectify Trade Practices that Contribute to Large and Persistent Annual United States Goods Trade Deficits"".",https://www.congress.gov/bill/119th-congress/house-bill/3727,test_119,False,,62
Noah M.,119_h.r.934,119,hr,House,H.R. 934,"To direct the Secretary of Defense to submit a report about the effects on national security of the surveillance conducted by the People's Republic of China via the high-altitude surveillance balloon shot down in the airspace of the United States in February 2023, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/934,test_119,False,,63
Noah M.,119_s.1824,119,s,Senate,S. 1824,"A bill to improve defense cooperation between the United States and Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1824,test_119,False,,64
Noah M.,115_h.r.6413,115,hr,House,H.R. 6413,"To combat trafficking in human organs, and for other purposes.",https://www.congress.gov/bill/115th-congress/house-bill/6413,train_neg,False,,65
Noah M.,119_s.2224,119,s,Senate,S. 2224,"A bill to amend the Taiwan Allies International Protection and Enhancement Initiative (TAIPEI) Act of 2019 to provide that the United States, in its role as a member of any international organizations, should oppose any attempts by the People's Republic of China to resolve Taiwan's status by distorting the decisions, language, policies, or procedures of any such organization, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2224,test_119,False,,66
Noah M.,109_h.r.1890,109,hr,House,H.R. 1890,To suspend temporarily the duty on Propiconazole.,https://www.congress.gov/bill/109th-congress/house-bill/1890,train_neg,False,,67
Noah M.,119_s.928,119,s,Senate,S. 928,"A bill to amend the Employment Retirement Income Security Act of 1974 to prohibit plan investments in foreign adversary and sanctioned entities, require disclosure of existing investments in such entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/928,test_119,False,,68
Noah M.,109_s.2317,109,s,Senate,S. 2317,"A bill to amend the Trade Act of 1974 to require the United States Trade Representative to identify trade enforcement priorities and to take action with respect to priority foreign country trade practices, and for other purposes.",https://www.congress.gov/bill/109th-congress/senate-bill/2317,gold,True,0,69
Noah M.,119_h.r.5912,119,hr,House,H.R. 5912,"To require the executive branch to develop a whole-of-government strategy to disrupt growing cooperation among the People's Republic of China, the Russian Federation, the Islamic Republic of Iran, and the Democratic People's Republic of Korea, which are the foremost adversaries of the United States, and mitigate the risks posed to the United States.",https://www.congress.gov/bill/119th-congress/house-bill/5912,test_119,False,,70
Noah M.,119_h.r.254,119,hr,House,H.R. 254,"To prohibit the Director of the National Science Foundation from awarding grants and other forms of assistance to Chinese communist military companies and their affiliates, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/254,test_119,False,,71
Noah M.,119_s.2884,119,s,Senate,S. 2884,A bill to amend the National Defense Authorization Act for Fiscal Year 2000 to extend and modify requirements for an annual report on military and security developments involving the People's Republic of China.,https://www.congress.gov/bill/119th-congress/senate-bill/2884,test_119,False,,72
Noah M.,119_s.2362,119,s,Senate,S. 2362,A bill to oppose the provision of assistance to the People's Republic of China by the multilateral development banks.,https://www.congress.gov/bill/119th-congress/senate-bill/2362,test_119,False,,73
Noah M.,111_s.1975,111,s,Senate,S. 1975,A bill to suspend temporarily the duty on flavored green tea (not fermented).,https://www.congress.gov/bill/111th-congress/senate-bill/1975,train_neg,False,,74
Noah M.,119_h.r.2113,119,hr,House,H.R. 2113,"To require agencies to use the term ""Taiwan"" instead of ""Chinese Taipei"", and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2113,test_119,False,,75
Noah M.,119_s.1801,119,s,Senate,S. 1801,"A bill to facilitate the development of a whole-of-government strategy for nuclear cooperation and nuclear exports, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1801,test_119,False,,76
Noah M.,119_h.r.1235,119,hr,House,H.R. 1235,"To establish the Federal Infrastructure Bank to facilitate investment in, and the long-term financing of, economically viable United States infrastructure projects that provide a public benefit, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1235,test_119,False,,77
Noah M.,119_h.r.6504,119,hr,House,H.R. 6504,"To extend duty-free treatment provided with respect to imports from Haiti under the Caribbean Basin Economic Recovery Act, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6504,test_119,False,,78
Noah M.,116_h.r.1383,116,hr,House,H.R. 1383,"To advance United States national interests by prioritizing the protection of internationally recognized human rights and development of the rule of law in relations between the United States and Vietnam, and for other purposes.",https://www.congress.gov/bill/116th-congress/house-bill/1383,train_neg,False,,79
Noah M.,119_h.r.6216,119,hr,House,H.R. 6216,"To exempt nonprofit organizations sending humanitarian care packages to members of the Armed Forces stationed overseas from certain tariff and postal reporting requirements, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6216,test_119,False,,80
Noah M.,119_s.821,119,s,Senate,S. 821,A bill to provide for increased reporting regarding Department of State Taiwan guidelines.,https://www.congress.gov/bill/119th-congress/senate-bill/821,test_119,False,,81
Noah M.,119_h.r.1848,119,hr,House,H.R. 1848,"To authorize the imposition of sanctions with respect to the Houthis, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1848,test_119,False,,82
Noah M.,109_h.r.2225,109,hr,House,H.R. 2225,To suspend temporarily the duty on Bayderm Bottom DLV.,https://www.congress.gov/bill/109th-congress/house-bill/2225,train_neg,False,,83
Noah M.,119_s.res.350,119,sres,Senate,S.Res. 350,"A resolution recognizing widespread decades-long human rights abuses in Eritrea, including indefinite imprisonment, inhumane prison conditions, and the absence of democratic institutions, and expressing support for the rights and freedom of the Eritrean people.",https://www.congress.gov/bill/119th-congress/senate-resolution/350,test_119,False,,84
Noah M.,119_s.2565,119,s,Senate,S. 2565,A bill to prohibit the District of Columbia government from entering into Sister City relationships with jurisdictions located in foreign adversary countries and for other purposes.,https://www.congress.gov/bill/119th-congress/senate-bill/2565,test_119,False,,85
Noah M.,102_h.r.5372,102,hr,House,H.R. 5372,"To suspend until January 1, 1995, the duty on cyclohexylisocyanate.",https://www.congress.gov/bill/102nd-congress/house-bill/5372,train_neg,False,,86
Noah M.,116_s.4018,116,s,Senate,S. 4018,"A bill to strengthen the Mutual Defense Treaty between the United States and the Republic of Korea, and for other purposes.",https://www.congress.gov/bill/116th-congress/senate-bill/4018,gold,True,0,87
Noah M.,119_h.r.2754,119,hr,House,H.R. 2754,"To require the Committee on Foreign Investment in the United States to review any purchase or lease of real estate near a military installation or military airspace in the United States by a foreign person connected to or subsidized by the Russian Federation, the People's Republic of China, the Islamic Republic of Iran, or the Democratic People's Republic of Korea, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2754,test_119,False,,88
Noah M.,119_s.res.463,119,sres,Senate,S.Res. 463,"A resolution expressing condemnation of the Chinese Communist Party's persecution of religious minority groups, including Christians, Muslims, and Buddhists and the detention of Pastor ""Ezra"" Jin Mingri and leaders of the Zion Church, and reaffirming the United States' global commitment to promote religious freedom and tolerance.",https://www.congress.gov/bill/119th-congress/senate-resolution/463,test_119,False,,89
Noah M.,119_h.r.2127,119,hr,House,H.R. 2127,To impose sanctions with respect to police departments in the People's Republic of China and other persons seeking to establish a Chinese police presence in the United States.,https://www.congress.gov/bill/119th-congress/house-bill/2127,test_119,False,,90
Noah M.,119_s.1478,119,s,Senate,S. 1478,"A bill to provide the United States Government with additional tools to deter state and non-state actors from wrongfully detaining United States nationals for political leverage, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1478,test_119,False,,91
Noah M.,119_s.3452,119,s,Senate,S. 3452,"A bill to restrict the export to foreign entities of concern of United States intellectual property and sensitive information related to synthetic biology, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3452,test_119,False,,92
Noah M.,119_h.r.6061,119,hr,House,H.R. 6061,"To prohibit the use of the Exchange Stabilization Fund of the Department of the Treasury to bail out Argentina's financial markets, and to instead use that funding to provide for a farmer tariff relief package.",https://www.congress.gov/bill/119th-congress/house-bill/6061,test_119,False,,93
Noah M.,119_s.676,119,s,Senate,S. 676,A bill to prohibit assistance to foreign governments that violate human rights with respect to religious freedom.,https://www.congress.gov/bill/119th-congress/senate-bill/676,test_119,False,,94
Noah M.,119_h.r.6056,119,hr,House,H.R. 6056,"To establish in the Department of State a Special Envoy for the Human Rights of LGBTQI+ Peoples, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/6056,test_119,False,,95
Noah M.,119_s.3069,119,s,Senate,S. 3069,A bill to amend the Consumer Product Safety Act to protect Americans from harmful CCP products.,https://www.congress.gov/bill/119th-congress/senate-bill/3069,test_119,False,,96
Noah M.,119_h.r.4245,119,hr,House,H.R. 4245,"To protect human rights and enhance opportunities for LGBTQI people around the world, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4245,test_119,False,,97
Noah M.,119_s.3208,119,s,Senate,S. 3208,"A bill to codify the Six Assurances to Taiwan, provide congressional review of the Six Assurances, protect Taiwan from coercion, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3208,test_119,False,,98
Noah M.,119_h.r.243,119,hr,House,H.R. 243,"To prohibit United States recognition of Bidzina Ivanishvili or any Government of Georgia that is led by Bidzina Ivanishvili, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/243,test_119,False,,99
Noah M.,119_s.res.98,119,sres,Senate,S.Res. 98,A resolution condemning Beijing's destruction of Hong Kong's democracy and rule of law.,https://www.congress.gov/bill/119th-congress/senate-resolution/98,test_119,False,,100
Noah M.,119_s.1071,119,s,Senate,S. 1071,"An Act to authorize appropriations for fiscal year 2026 for military activities of the Department of Defense, for military construction, and for defense activities of the Department of Energy, to prescribe military personnel strengths for such fiscal year, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1071,test_119,False,,101
Noah M.,119_s.res.203,119,sres,Senate,S.Res. 203,"A resolution expressing support for the designation of May 2025 as ""Renewable Fuels Month"" to recognize the important role that renewable fuels play in reducing carbon impacts, lowering fuel prices for consumers, supporting rural communities, and lessening reliance on foreign adversaries.",https://www.congress.gov/bill/119th-congress/senate-resolution/203,test_119,False,,102
Noah M.,119_h.r.5303,119,hr,House,H.R. 5303,"To encourage and support the Department of State's diplomatic advocacy efforts on behalf of Gao Zhisheng and other political prisoners in the People's Republic of China, including in Hong Kong, and globally.",https://www.congress.gov/bill/119th-congress/house-bill/5303,test_119,False,,103
Noah M.,119_h.r.1134,119,hr,House,H.R. 1134,"To direct the Secretary of State to avoid or minimize the acquisition or lease of a consular or diplomatic post built or owned by an entity owned or controlled by the Government of the People's Republic of China, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1134,test_119,False,,104
Noah M.,119_s.789,119,s,Senate,S. 789,"A bill to require reports on critical mineral and rare earth element resources around the world and a strategy for the development of advanced mining, refining, separation, and processing technologies, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/789,test_119,False,,105
Noah M.,119_h.r.2464,119,hr,House,H.R. 2464,To repeal section 338 of the Tariff Act of 1930.,https://www.congress.gov/bill/119th-congress/house-bill/2464,test_119,False,,106
Noah M.,119_s.952,119,s,Senate,S. 952,A bill to amend the Harmonized Tariff Schedule of the United States to provide a uniform 8-digit subheading number for all whiskies.,https://www.congress.gov/bill/119th-congress/senate-bill/952,test_119,False,,107
Noah M.,119_s.3574,119,s,Senate,S. 3574,"A bill to prohibit United States courts from recognizing, enforcing, or giving effect to any judgment, order, decree, or provisional measure issued by a court of the People's Republic of China in a proceeding motivated by retaliation for lawful acts, including political speech.",https://www.congress.gov/bill/119th-congress/senate-bill/3574,test_119,False,,108
Noah M.,119_h.res.687,119,hres,House,H.Res. 687,"Expressing the sense of the House of Representatives that China should no longer be labeled as a ""Developing Nation"" by the United Nations.",https://www.congress.gov/bill/119th-congress/house-resolution/687,test_119,False,,109
Noah M.,110_h.r.5389,110,hr,House,H.R. 5389,To extend the temporary suspension of duty on o-tert-Butylcyclohexanol.,https://www.congress.gov/bill/110th-congress/house-bill/5389,train_neg,False,,110
Noah M.,112_s.res.342,112,sres,Senate,S.Res. 342,A resolution honoring the life and legacy of Laura Pollan.,https://www.congress.gov/bill/112th-congress/senate-resolution/342,train_neg,False,,111
Noah M.,119_s.3330,119,s,Senate,S. 3330,"A bill to impose sanctions with respect to persons that contribute to international trafficking of illicit drugs, including companies of the People's Republic of China that supply fentanyl precursors and certain cartels that traffic fentanyl into the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/3330,test_119,False,,112
Noah M.,119_h.r.1081,119,hr,House,H.R. 1081,"To prohibit certain business concerns from receiving assistance from the Small Business Administration, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1081,test_119,False,,113
Noah M.,119_s.2259,119,s,Senate,S. 2259,"A bill to prohibit the operation on property of the Department of Defense of certain vehicles designed, developed, manufactured, or supplied by persons owned by, controlled by, or subject to the jurisdiction of a foreign entity of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/2259,test_119,False,,114
Noah M.,108_h.r.2616,108,hr,House,H.R. 2616,"To increase the capabilities of the United States to provide reconstruction assistance to countries or regions impacted by armed conflict, and for other purposes.",https://www.congress.gov/bill/108th-congress/house-bill/2616,train_neg,False,,115
Noah M.,119_h.r.4779,119,hr,House,H.R. 4779,"Making appropriations for National Security, Department of State, and Related Programs for the fiscal year ending September 30, 2026, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/4779,test_119,False,,116
Noah M.,107_h.con.res.202,107,hconres,House,H.Con.Res. 202,Condemning the Palestinian Authority and various Palestinian organizations for using children as soldiers and inciting children to acts of violence and war.,https://www.congress.gov/bill/107th-congress/house-concurrent-resolution/202,train_neg,False,,117
Noah M.,119_h.r.7146,119,hr,House,H.R. 7146,"To amend the Arms Export Control Act to include Taiwan among the list of recipient countries with respect to which shorter certification and reporting periods apply and to expedite licensing for allies transferring military equipment to Taiwan, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/7146,test_119,False,,118
Noah M.,119_h.r.3904,119,hr,House,H.R. 3904,"To amend the Harmonized Tariff Schedule of the United States to modify temporarily certain rates of duty for bicycle assembly and manufacturing parts, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3904,test_119,False,,119
Noah M.,119_h.r.508,119,hr,House,H.R. 508,"To allow expensing of amounts paid to move business property from China to the United States, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/508,test_119,False,,120
Noah M.,119_s.res.204,119,sres,Senate,S.Res. 204,"A resolution recognizing escalating threats to freedom of the press and freedom of speech worldwide, including increasing harm to journalists reporting in conflict zones and under repressive regimes, reaffirming the vital role that a free and independent press plays in upholding democracy, fostering economic prosperity, and keeping the public informed, and reaffirming freedom of the press as a priority of the United States Government in supporting democracy, human rights, and good governance in commemoration of ""World Press Freedom Day"" on May 3, 2025.",https://www.congress.gov/bill/119th-congress/senate-resolution/204,test_119,False,,121
Noah M.,119_h.r.2989,119,hr,House,H.R. 2989,"To prohibit conflicts of interest among consulting firms that simultaneously contract with China or other covered foreign entities and the United States Government, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2989,test_119,False,,122
Noah M.,119_s.res.444,119,sres,Senate,S.Res. 444,"A resolution condemning the dictator of the People's Republic of China, Xi Jinping, for deceit, undermining prospects for peace and security, and orchestrating crimes against humanity.",https://www.congress.gov/bill/119th-congress/senate-resolution/444,test_119,False,,123
Noah M.,119_h.r.2067,119,hr,House,H.R. 2067,"To amend the Employment Retirement Income Security Act of 1974 to prohibit plan investments in foreign adversary and sanctioned entities, require disclosure of existing investments in such entities, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/2067,test_119,False,,124
Noah M.,119_h.con.res.62,119,hconres,House,H.Con.Res. 62,Authorizing the use of Emancipation Hall in the Capitol Visitor Center for an event to unveil the statue of Barbara Rose Johns.,https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/62,test_119,False,,125
Noah M.,111_s.2001,111,s,Senate,S. 2001,A bill to extend temporarily the suspension of duty on certain high tenacity rayon filament yarn.,https://www.congress.gov/bill/111th-congress/senate-bill/2001,train_neg,False,,126
Noah M.,119_s.860,119,s,Senate,S. 860,"A bill to modify the information about countries exporting methamphetamine that is included in the annual International Narcotics Control Strategy Report, to require a report to Congress on the seizure and production of certain illicit drugs, to impose sanctions with respect to the production and trafficking into the United States, of synthetic opioids, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/860,test_119,False,,127
Noah M.,119_s.2177,119,s,Senate,S. 2177,A bill to protect the United States Government from foreign adversary AI and for other purposes.,https://www.congress.gov/bill/119th-congress/senate-bill/2177,test_119,False,,128
Noah M.,119_s.1259,119,s,Senate,S. 1259,A bill to amend the Tariff Act of 1930 to require the public disclosure of certain vehicle and aircraft manifest information.,https://www.congress.gov/bill/119th-congress/senate-bill/1259,test_119,False,,129
Noah M.,119_h.r.1840,119,hr,House,H.R. 1840,"To provide for phase-out of de minimis treatment under the Tariff Act of 1930, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1840,test_119,False,,130
Noah M.,119_h.r.6286,119,hr,House,H.R. 6286,To provide for the termination of tariffs with respect to certain countries and other jurisdictions under Executive Orders 14257 and 14326.,https://www.congress.gov/bill/119th-congress/house-bill/6286,test_119,False,,131
Noah M.,119_h.r.4326,119,hr,House,H.R. 4326,To require the Congressional Budget Office to conduct an economic review of the economic impact of tariff modifications before implementation.,https://www.congress.gov/bill/119th-congress/house-bill/4326,test_119,False,,132
Noah M.,119_h.r.1486,119,hr,House,H.R. 1486,"To impose sanctions with respect to economic or industrial espionage by foreign adversarial companies, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1486,test_119,False,,133
Noah M.,115_s.1780,115,s,Senate,S. 1780,"An original bill making appropriations for the Department of State, foreign operations, and related programs for the fiscal year ending September 30, 2018, and for other purposes.",https://www.congress.gov/bill/115th-congress/senate-bill/1780,gold,True,0,134
Noah M.,102_h.r.1910,102,hr,House,H.R. 1910,"To extend until January 1, 1995, the existing suspension on duty of sulfamethazine.",https://www.congress.gov/bill/102nd-congress/house-bill/1910,train_neg,False,,135
Noah M.,119_s.1086,119,s,Senate,S. 1086,"A bill to amend the Immigration and Nationality Act to prohibit the admission of Chinese nationals as nonimmigrant students, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1086,test_119,False,,136
Noah M.,119_h.con.res.65,119,hconres,House,H.Con.Res. 65,Commending State and local governments for championing reproductive rights as human rights.,https://www.congress.gov/bill/119th-congress/house-concurrent-resolution/65,test_119,False,,137
Noah M.,112_h.r.5402,112,hr,House,H.R. 5402,To extend the temporary suspension of duty on Flonicamid.,https://www.congress.gov/bill/112th-congress/house-bill/5402,train_neg,False,,138
Noah M.,112_h.r.4896,112,hr,House,H.R. 4896,To suspend temporarily the duty on certain work boots for women.,https://www.congress.gov/bill/112th-congress/house-bill/4896,train_neg,False,,139
Noah M.,119_s.j.res.88,119,sjres,Senate,S.J.Res. 88,A joint resolution terminating the national emergency declared to impose global tariffs.,https://www.congress.gov/bill/119th-congress/senate-joint-resolution/88,test_119,False,,140
Noah M.,119_h.r.2115,119,hr,House,H.R. 2115,To prohibit funding for the Montreal Protocol on Substances that Deplete the Ozone Layer and the United Nations Framework Convention on Climate Change until China is no longer defined as a developing country.,https://www.congress.gov/bill/119th-congress/house-bill/2115,test_119,False,,141
Noah M.,119_h.r.2370,119,hr,House,H.R. 2370,To improve the cooperation between the United States and the authorities of Taiwan with respect to travel and tourism.,https://www.congress.gov/bill/119th-congress/house-bill/2370,test_119,False,,142
Noah M.,119_h.res.375,119,hres,House,H.Res. 375,"Expressing support for the designation of May 2025 as Renewable Fuels Month to recognize the important role that renewable fuels play in reducing carbon impacts, lowering fuel prices for consumers, supporting rural communities, and lessening reliance on foreign adversaries.",https://www.congress.gov/bill/119th-congress/house-resolution/375,test_119,False,,143
Noah M.,119_h.r.3397,119,hr,House,H.R. 3397,"To amend title 14, United States Code, to require the establishment of the Center of Expertise in Indo-Pacific Maritime Governance, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/3397,test_119,False,,144
Noah M.,119_h.r.5760,119,hr,House,H.R. 5760,"To amend the Defense Production Act of 1950 to include the Secretary of Agriculture on the Committee on Foreign Investment in the United States and require review of certain agricultural transactions, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/5760,test_119,False,,145
Noah M.,119_s.1296,119,s,Senate,S. 1296,"A bill to amend the Higher Education Act of 1965 to strengthen disclosure requirements relating to foreign gifts and contracts, to prohibit contracts between institutions of higher education and certain foreign entities and countries of concern, and for other purposes.",https://www.congress.gov/bill/119th-congress/senate-bill/1296,test_119,False,,146
Noah M.,119_h.r.881,119,hr,House,H.R. 881,"To establish Department of Homeland Security funding restrictions on institutions of higher education that have a relationship with Confucius Institutes, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/881,test_119,False,,147
Noah M.,119_h.r.1121,119,hr,House,H.R. 1121,"To prohibit the use of DeepSeek by the executive agencies, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1121,test_119,False,,148
Noah M.,101_h.r.5344,101,hr,House,H.R. 5344,To provide for a lower rate of duty on East German products imported during the transition to a unified Germany.,https://www.congress.gov/bill/101st-congress/house-bill/5344,train_neg,False,,149
Noah M.,119_h.r.708,119,hr,House,H.R. 708,"To establish in the Department of Homeland Security a working group relating to countering terrorist, cybersecurity, border and port security, and transportation security threats posed to the United States by the Chinese Communist Party, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/708,test_119,False,,150
Noah M.,119_h.r.1284,119,hr,House,H.R. 1284,"To amend the Tariff Act of 1930 to increase civil penalties for, and improve enforcement with respect to, customs fraud, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/1284,test_119,False,,151
Noah M.,103_h.r.5206,103,hr,House,H.R. 5206,To authorize the reliquidation of certain entries.,https://www.congress.gov/bill/103rd-congress/house-bill/5206,train_neg,False,,152
Noah M.,119_s.res.525,119,sres,Senate,S.Res. 525,A resolution condemning the Government of Iran's state-sponsored persecution of the Baha'i minority and its continued violation of the International Covenants on Human Rights.,https://www.congress.gov/bill/119th-congress/senate-resolution/525,test_119,False,,153
Noah M.,119_h.r.747,119,hr,House,H.R. 747,"To impose sanctions with respect to Chinese producers of synthetic opioids and opioid precursors, to hold Chinese officials accountable for the spread of illicit fentanyl, and for other purposes.",https://www.congress.gov/bill/119th-congress/house-bill/747,test_119,False,,154
